plan_id,month,termination_req,termination_comp,termination_days,inserv_req,inserv_comp,inserv_days,rollover_req,rollover_comp,rollover_days,hardship_req,hardship_comp,hardship_days,loan_req,loan_comp,loan_days,exceptions_opened,exceptions_resolved,sla_breach_rate,hardship_allowed,loan_allowed,inserv_allowed,participants,median_balance,median_age,fee_distribution,fee_loan_origination,vendor_type,fee_tier,label
204571,2024-01,5,4,6.087939797486283,0,0,0.08793979748628286,3,2,7.087939797486283,2,1,8.087939797486284,6,5,10.087939797486284,4,3,0.15879397974862827,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-02,7,6,5.587939797486283,1,1,3.087939797486283,1,1,6.087939797486283,0,0,0.08793979748628286,5,5,9.087939797486284,2,2,0.1087939797486283,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-03,6,5,5.887939797486283,0,0,0.08793979748628286,2,2,6.587939797486283,1,1,7.587939797486283,4,4,9.587939797486284,3,3,0.12879397974862827,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-04,8,7,5.687939797486282,1,1,2.8879397974862826,1,1,6.287939797486283,0,0,0.08793979748628286,6,6,9.887939797486284,2,2,0.11879397974862829,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-05,5,4,6.287939797486283,0,0,0.08793979748628286,3,2,7.187939797486282,2,1,8.287939797486283,5,5,10.287939797486283,4,3,0.1487939797486283,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-06,7,6,5.787939797486283,1,1,2.9879397974862827,1,1,6.387939797486283,0,0,0.08793979748628286,4,4,9.487939797486284,2,2,0.13879397974862828,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-07,6,5,5.987939797486283,0,0,0.08793979748628286,2,2,6.687939797486282,1,1,7.887939797486283,6,6,10.187939797486283,3,3,0.12879397974862827,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-08,8,7,5.587939797486283,1,1,2.787939797486283,1,1,6.187939797486282,0,0,0.08793979748628286,5,5,9.787939797486283,2,2,0.11879397974862829,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-09,5,4,6.187939797486282,0,0,0.08793979748628286,3,2,7.287939797486283,2,1,8.187939797486283,4,4,9.987939797486284,4,3,0.13879397974862828,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-10,7,6,5.687939797486282,1,1,2.9879397974862827,1,1,6.487939797486283,0,0,0.08793979748628286,6,6,10.087939797486284,2,2,0.12879397974862827,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-11,6,5,5.887939797486283,0,0,0.08793979748628286,2,2,6.787939797486283,1,1,7.987939797486283,5,5,9.687939797486283,3,3,0.1487939797486283,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204571,2024-12,7,6,5.787939797486283,1,1,2.8879397974862826,1,1,6.287939797486283,0,0,0.08793979748628286,4,4,9.887939797486284,2,2,0.12879397974862827,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204572,2024-01,5,4,6.077779193542895,0,0,0.07777919354289484,3,2,7.077779193542895,2,1,8.077779193542895,6,5,10.077779193542895,4,3,0.15777791935428948,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-02,7,6,5.577779193542895,1,1,3.0777791935428946,1,1,6.077779193542895,0,0,0.07777919354289484,5,5,9.077779193542895,2,2,0.10777791935428949,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-03,6,5,5.877779193542895,0,0,0.07777919354289484,2,2,6.577779193542895,1,1,7.577779193542895,4,4,9.577779193542895,3,3,0.12777791935428948,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-04,8,7,5.677779193542895,1,1,2.8777791935428945,1,1,6.277779193542895,0,0,0.07777919354289484,6,6,9.877779193542896,2,2,0.11777791935428948,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-05,5,4,6.277779193542895,0,0,0.07777919354289484,3,2,7.177779193542895,2,1,8.277779193542894,5,5,10.277779193542894,4,3,0.1477779193542895,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-06,7,6,5.777779193542895,1,1,2.9777791935428946,1,1,6.377779193542895,0,0,0.07777919354289484,4,4,9.477779193542895,2,2,0.13777791935428949,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-07,6,5,5.977779193542895,0,0,0.07777919354289484,2,2,6.677779193542895,1,1,7.877779193542895,6,6,10.177779193542895,3,3,0.12777791935428948,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-08,8,7,5.577779193542895,1,1,2.777779193542895,1,1,6.177779193542895,0,0,0.07777919354289484,5,5,9.777779193542894,2,2,0.11777791935428948,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-09,5,4,6.177779193542895,0,0,0.07777919354289484,3,2,7.277779193542895,2,1,8.177779193542895,4,4,9.977779193542895,4,3,0.13777791935428949,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-10,7,6,5.677779193542895,1,1,2.9777791935428946,1,1,6.477779193542895,0,0,0.07777919354289484,6,6,10.077779193542895,2,2,0.12777791935428948,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-11,6,5,5.877779193542895,0,0,0.07777919354289484,2,2,6.777779193542895,1,1,7.977779193542895,5,5,9.677779193542895,3,3,0.1477779193542895,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204572,2024-12,7,6,5.777779193542895,1,1,2.8777791935428945,1,1,6.277779193542895,0,0,0.07777919354289484,4,4,9.877779193542896,2,2,0.12777791935428948,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
